,market_cap,name,price,supply,symbol,volume
1509,116004.225875,Gravity,$0.000052,2235942181.41,GZRO,Low Vol
1510,115571.204274,Deutsche eMark,$0.002752,41997617.5548,DEM,Low Vol
1511,115416.918123,FantasyGold,$0.007790,14816215.4521,FGC,Low Vol
1512,113948.842012,Advanced Tech...,$0.004458,25561713.7471,ARC,Low Vol
1513,113531.674848,Jesus Coin,$0.000006,17979550688.9,JC,Low Vol
1514,112526.725355,Rimbit,$0.000570,197581050.118,RBT,Low Vol
1515,109792.744927,Simmitri,$0.001558,70468612.2633,SIM,Low Vol
1516,109639.925326,bitqy,$0.000035,3112670514.81,BQ,Low Vol
1517,109096.929293,Bitstar,$0.005400,20203661.0,BITS,Low Vol
1518,107824.877074,Crave,$0.007017,15366648.3091,CRAVE,Low Vol
1519,107223.944471,OP Coin,$0.000058,1858984784.12,OPC,Low Vol
1520,106960.049654,Bulleon,$0.097560,1096352.67076,BUL,Low Vol
1521,106326.75686,Wispr,$0.003764,28249833.4707,WSP,Low Vol
1522,105324.673395,Creditbit,$0.006232,16900214.0719,CRB,Low Vol
1523,104028.121901,Sharechain,$0.000041,2544023561.01,SSS,Low Vol
1524,103534.745337,Castle,$0.008007,12930409.8938,CSTL,Low Vol
1525,102752.893318,Orbis Token,$0.005361,19166752.421,OBT,Low Vol
1526,102251.744369,Ignition,$0.100128,1021210.31865,IC,Low Vol
1527,101063.855331,Helleniccoin,$0.001454,69499416.8973,HNC,Low Vol
1528,100984.823418,FundRequest,$0.002113,47782545.3579,FND,Low Vol
1529,100052.770143,Universal Cur...,$0.006273,15949109.6328,UNIT,?
1530,96209.7011979,Sugar Exchange,$0.003787,25408254.0,SGR,Low Vol
1531,96197.3896784,Swing,$0.023163,4153093.98756,SWING,Low Vol
1532,96050.8708314,Cream,$0.002129,45108748.7633,CRM,Low Vol
1533,94751.1351217,MarteXcoin,$0.029211,3243658.99267,MXT,Low Vol
1534,93800.645312,Innova,$0.018575,5049717.92,INN,Low Vol
1535,92316.0358964,Social Activi...,$0.000727,126967463.175,SAT,Low Vol
1536,91584.0660406,FirstCoin,$0.002935,31207527.8074,FRST,Low Vol
1537,88631.3437659,Iridium,$0.005349,16568890.96,IRD,Low Vol
1538,87692.3339445,Dragonglass,$0.000208,422128785.694,DGS,Low Vol
1539,87182.2661259,BunnyCoin,$8.5e-07,1.03036607564e+11,BUN,Low Vol
1540,87142.5950829,Forkcoin,$0.016880,5162362.46026,FORK,Low Vol
1541,86252.8711699,GenesisX,$0.011783,7319877.8886,XGS,Low Vol
1542,85477.5672905,Linx,$0.002357,36264797.5,LINX,Low Vol
1543,85255.2104009,PitisCoin,$0.000156,547196116.57,PTS,Low Vol
1544,84923.2636524,Bitcoin Red,$0.004133,20550000.999,BTCRED,Low Vol
1545,84062.8492909,SURETY,$0.001489,56463068.5,SURE,Low Vol
1546,83473.1138486,Open Trading ...,$0.041231,2024529.65837,OTN,Low Vol
1547,82617.2513054,InsaneCoin,$0.003532,23394036.3208,INSN,Low Vol
1548,81056.9053109,WomenCoin,$0.000002,48459472454.0,WOMEN,Low Vol
1549,80639.2031291,Litecoin Plus,$0.034995,2304290.43015,LCP,Low Vol
1550,80251.1409433,Synergy,$0.017783,4512681.67675,SNRG,Low Vol
1551,80177.2128777,Viuly,$0.000104,771905775.335,VIU,Low Vol
1552,79514.0330186,Rubies,$0.007634,10415251.8921,RBIES,Low Vol
1553,79487.6420242,Bitnation,$0.000003,23526740542.2,XPAT,Low Vol
1554,78787.1880881,ArbitrageCT,$0.000831,94815414.7,ARCT,Low Vol
1555,77882.9568717,BLAST,$0.001668,46691039.5639,BLAST,Low Vol
1556,77713.4114334,AceD,$0.033000,2354921.72133,ACED,Low Vol
1557,77503.3843189,Jin Coin,$0.007781,9960402.07187,JIN,Low Vol
1558,76312.1574574,Ratecoin,$0.000623,122449161.792,XRA,Low Vol
1559,76120.8182385,ZoZoCoin,$0.039107,1946488.322,ZZC,Low Vol
1560,75866.6107653,CyberFM,$0.000001,51200000000.0,CYFM,Low Vol
1561,75750.0076595,BLOC.MONEY,$0.007985,9486740.1147,BLOC,Low Vol
1562,75509.8093578,Origami,$0.017868,4225879.0,ORI,Low Vol
1563,75504.1355183,DarexTravel,$8.7e-07,87000000000.0,DART,Low Vol
1564,75305.148884,Soniq,$0.001506,50000000.0,SONIQ,Low Vol
1565,74357.976525,Block-Chain.com,$0.007396,10053314.3716,BC,Low Vol
1566,74165.8386648,ICO OpenLedger,$0.159171,465951.5866,ICOO,Low Vol
1567,72755.4222786,Bitcoin Token,$0.000007,9721412001.0,BTK,Low Vol
1568,72745.6077159,Oceanlab,$0.001564,46500000.0,OCL,Low Vol
1569,72474.0966045,GlobalToken,$0.001187,61060500.0,GLT,Low Vol
1570,72389.2557908,Bitsum,$0.000052,1384380692.0,BSM,Low Vol
1571,71686.3606563,PlatinumBAR,$0.033186,2160125.608,XPTX,Low Vol
1572,70555.6825224,Skeincoin,$0.005192,13588855.5669,SKC,Low Vol
1573,70255.9910714,Plancoin,$0.002604,26975135.4527,PLAN,Low Vol
1574,69507.0928895,Billionaire T...,$0.020966,3315268.6353,XBL,Low Vol
1575,67230.159902,Kurrent,$0.001096,61364813.1,KURT,Low Vol
1576,66346.3201772,Blocknode,$0.000467,141944203.289,BND,Low Vol
1577,65724.0502784,VIVO,$0.016723,3930174.0,VIVO,Low Vol
1578,65063.5315265,PureVidz,$0.000519,125279774.506,VIDZ,Low Vol
1579,64664.26485,GoldBlocks,$0.004155,15563873.3576,GB,Low Vol
1580,64196.8803687,Beacon,$0.009599,6687998.42456,BECN,Low Vol
1581,64162.4980544,vSlice,$0.001922,33390496.0334,VSL,Low Vol
1582,64137.6037256,Digiwage,$0.001372,46748673.8457,WAGE,Low Vol
1583,64032.1854926,Cazcoin,$0.001552,41263548.052,CAZ,Low Vol
1584,63998.2860683,XGOX,$0.000027,2379530425.37,XGOX,Low Vol
1585,62482.8574948,Regalcoin,$0.004882,12799009.4529,REC,Low Vol
1586,62426.6301885,SAKECOIN,$0.000014,4382252573.0,SAKE,Low Vol
1587,61516.471028,Bitdeal,$0.000350,175583793.0,BDL,Low Vol
1588,60157.8473615,Digitalcoin,$0.001869,32184048.344,DGC,Low Vol
1589,59241.7815766,BTC Lite,$0.003168,18699999.99,BTCL,Low Vol
1590,58793.7551901,XDNA,$0.016256,3616638.97094,XDNA,Low Vol
1591,58615.4465434,Blakecoin,$0.002704,21680620.6772,BLC,Low Vol
1592,58225.1489287,Aegeus,$0.001928,30203178.1646,AEG,Low Vol
1593,58050.2022792,Version,$0.000104,558878075.084,V,Low Vol
1594,57119.3829639,Atheios,$0.003843,14862611.2458,ATH,Low Vol
1595,56837.2969752,Italian Lira,$0.000010,5788989587.11,ITL,Low Vol
1596,56692.6283697,Mincoin,$0.011058,5126724.88795,MNC,Low Vol
1597,56681.1667357,TEKcoin,$0.000040,1414054561.52,TEK,Low Vol
1598,56453.186012,PRiVCY,$0.003428,16466693.7483,PRIV,Low Vol
1599,55175.4178633,Bolivarcoin,$0.004195,13151612.4988,BOLI,Low Vol
1600,54254.4997504,Arion,$0.005355,10130719.0,ARION,Low Vol
1601,53893.1904619,Bitcoin W Spe...,$0.000935,57650717.9477,BWS,Low Vol
1602,52044.9143663,ZeusNetwork,$7.4e-07,70000000000.0,ZEUS,Low Vol
1603,51959.7826499,RPICoin,$0.000099,525139139.625,RPI,Low Vol
1604,51466.6660277,Impact,$0.000465,110630545.599,IMX,Low Vol
1605,51383.407142,Posscoin,$0.000002,29175433289.5,POSS,Low Vol
1606,50074.4638144,Zurcoin,$0.000571,87653034.0003,ZUR,Low Vol
1607,50069.1784798,Help The Home...,$0.000052,964081604.93,HTH,Low Vol
1608,49503.1419404,Dach Coin,$0.003012,16434182.3481,DACHX,Low Vol
1609,49341.7894217,GreenMed,$0.003312,14899993.0,GRMD,Low Vol
1610,49177.9591952,BitcoiNote,$0.004838,10164255.0,BTCN,Low Vol
1611,48541.6555406,MCAP,$0.004627,10490000.0,MCAP,Low Vol
1612,47623.7154994,Minereum,$0.008673,5490983.4496,MNE,Low Vol
1613,47612.8547545,Bitcoin Adult,$0.001652,28813601.4442,BTAD,Low Vol
1614,47575.6102473,Bitblocks,$0.000404,117736709.71,BBK,Low Vol
1615,47339.0950488,Phonecoin,$0.001034,45800326.8673,PHON,Low Vol
1616,47324.7600144,Ultimate Secu...,$0.004575,10343113.0054,USC,Low Vol
1617,47290.4635895,Dreamcoin,$0.018706,2528085.67284,DRM,Low Vol
1618,47138.353301,SixEleven,$0.099981,471473.827861,611,Low Vol
1619,46053.8587901,VoteCoin,$0.000880,52316875.0,VOT,Low Vol
1620,45720.577296,Bitcoin 21,$0.057647,793107.501077,XBTC21,Low Vol
1621,45342.396499,BriaCoin,$0.060991,743430.77003,BRIA,Low Vol
1622,44394.2865789,BERNcash,$0.000623,71234300.8119,BERN,Low Vol
1623,44317.0218493,Dorado,$0.000125,355583782.387,DOR,?
1624,43993.9249505,MojoCoin,$0.003583,12276850.0,MOJO,Low Vol
1625,43936.8299925,SONDER,$0.000260,168879121.0,SNR,Low Vol
1626,43358.8375199,SmartCoin,$0.001713,25305479.7566,SMC,Low Vol
1627,42730.149009,Cryptojacks,$0.000105,406568580.908,CJ,Low Vol
1628,42666.2750926,Earth Token,$0.000208,205300250.0,EARTH,Low Vol
1629,42056.0211475,Evil Coin,$0.002001,21020382.7858,EVIL,Low Vol
1630,41586.9621701,Citadel,$0.003791,10969268.523,CTL,Low Vol
1631,41476.0787825,TOKYO,$0.000158,262000769.793,TOKC,Low Vol
1632,41147.6238515,ConnectJob,$0.000365,112839768.41,CJT,Low Vol
1633,40446.4232889,Bank Coin,$0.006544,6180916.95029,BANK,Low Vol
1634,39757.224971,InvestFeed,$0.000208,191381257.0,IFT,Low Vol
1635,38458.7519751,Dystem,$0.007348,5233755.64744,DTEM,Low Vol
1636,37773.6623195,SecretCoin,$0.008933,4228671.77935,SCRT,Low Vol
1637,37705.6002728,SteepCoin,$0.000208,181505252.98,STEEP,Low Vol
1638,37511.9940091,Master Swiscoin,$0.000831,45143320.3102,MSCN,Low Vol
1639,37342.5253446,8Bit,$0.025440,1467840.78618,8BIT,Low Vol
1640,36563.9939194,Coin2.1,$0.000467,78245974.52,C2,Low Vol
1641,36338.2433421,Crystal Clear ,$0.006700,5423973.37885,CCT,Low Vol
1642,36083.2857796,Cashcoin,$0.000675,53458111.3056,CASH,Low Vol
1643,36018.881238,Project Coin,$0.001905,18907300.8083,PRJ,Low Vol
1644,35895.2687884,Ccore,$0.021115,1699999.0,CCO,Low Vol
1645,34766.1914974,GuccioneCoin,$0.001714,20285537.0,GCC,Low Vol
1646,34684.5616393,IrishCoin,$0.000883,39285349.3398,IRL,Low Vol
1647,34657.8059304,empowr coin,$4e-09,8.71741795622e+12,EMPR,Low Vol
1648,34493.5216917,Tokia,$0.000819,42135421.3301,TKA,Low Vol
1649,33922.2327754,Etheriya,$0.021449,1581531.0,RIYA,Low Vol
1650,33420.8987415,EZToken,$0.002905,11505000.0,EZT,Low Vol
1651,33364.6829022,Onix,$0.000312,107072780.824,ONX,Low Vol
1652,31536.7303697,SpeedCash,$0.054871,574745.0,SCS,Low Vol
1653,31517.2211164,X-Coin,$0.002545,12384976.0,XCO,Low Vol
1654,31421.9113364,Escroco Emerald,$0.000052,605028635.0,ESCE,Low Vol
1655,31200.1358681,Ethereum Gold,$0.002600,12000000.0,ETG,Low Vol
1656,30756.5653979,BritCoin,$0.001446,21268092.1528,BRIT,Low Vol
1657,30545.4014337,Thunderstake,$0.000052,588151444.292,TSC,Low Vol
1658,30100.0736474,Digital Money...,$0.000311,96678343.0,DMB,Low Vol
1659,29439.9189281,BitBall,$0.000117,251484180.761,BTB,Low Vol
1660,28818.8309245,PluraCoin,$0.000087,331220030.061,PLURA,Low Vol
1661,28747.2952912,Authorship,$0.000288,99971428.1563,ATS,Low Vol
1662,28390.4202535,DeltaChain,$0.000006,5031195765.9,DELTA,Low Vol
1663,28004.0531269,Peerguess,$0.000463,60537668.0,GUESS,Low Vol
1664,27942.2660834,Joincoin,$0.008564,3262697.5,J,Low Vol
1665,27919.9618422,SONO,$0.018021,1549275.5831,SONO,Low Vol
1666,27797.5856921,ICOBID,$0.000260,107048455.121,ICOB,Low Vol
1667,26895.9902448,Fivebalance,$0.000001,20000000000.0,FBN,Low Vol
1668,26412.4928695,Qurito,$0.002541,10393741.002,QURO,Low Vol
1669,26072.1414617,AmsterdamCoin,$0.000519,50201886.1654,AMS,Low Vol
1670,25850.9170719,Carebit,$0.000208,124434051.304,CARE,Low Vol
1671,25742.3865992,PyrexCoin,$0.002181,11801653.2044,PYX,Low Vol
1672,25268.8013567,808Coin,$2.3e-08,1.09772694314e+12,808,Low Vol
1673,25149.0957097,Eurocoin,$0.002025,12416554.4504,EUC,Low Vol
1674,24954.8604347,NevaCoin,$0.006492,3844045.0,NEVA,Low Vol
1675,24443.7281352,High Voltage,$0.016359,1494170.72042,HVCO,Low Vol
1676,23261.8543669,Titcoin,$0.000363,64002535.2842,TIT,Low Vol
1677,22956.3489315,KingN Coin,$11.43,2009.0370017,KNC,Low Vol
1678,22510.3709893,NEVERDIE,$0.000186,121024200.0,NDC,?
1679,22135.6324753,Pure,$0.001247,17751756.6882,PUREX,Low Vol
1680,22133.725387,Sola Token,$0.000765,28948936.5153,SOL,Low Vol
1681,21627.6015189,EthBet,$0.002543,8504800.0,EBET,?
1682,21543.8385361,Peony,$0.062529,344540.222104,PNY,Low Vol
1683,21528.1344915,Cheesecoin,$0.000068,318353825.0,CHEESE,Low Vol
1684,21156.515544,TajCoin,$0.001772,11940827.8668,TAJ,Low Vol
1685,20669.2078826,Elysium,$0.001465,14107591.875,ELS,Low Vol
1686,20495.9034926,PostCoin,$0.001292,15868232.6972,POST,Low Vol
1687,20408.2536617,Litecred,$0.000675,30227750.0256,LTCR,Low Vol
1688,20265.4979229,bitcoin2network,$0.000016,1236862422.0,B2N,Low Vol
1689,20194.2873002,Italo,$0.009576,2108953.0,XTA,Low Vol
1690,20040.1467505,Zealium,$0.002636,7601297.42492,NZL,Low Vol
1691,20036.3142019,UltraCoin,$0.000419,47776744.0075,UTC,Low Vol
1692,20001.5035068,Centurion,$0.000258,77663825.8571,CNT,Low Vol
1693,19796.0663434,Shivers,$0.000364,54453298.391,SHVR,Low Vol
1694,19488.8084328,INDINODE,$0.000052,375256840.288,XIND,Low Vol
1695,19483.967589,GeyserCoin,$0.018852,1033508.62226,GSR,Low Vol
1696,19425.5074674,Quebecoin,$0.001246,15588776.0,QBC,Low Vol
1697,19108.1329109,BigUp,$0.000009,2137572488.88,BIGUP,Low Vol
1698,18918.1865347,Renos,$0.000567,33356076.8072,RNS,Low Vol
1699,18914.0672622,Printex,$0.000727,26013585.9961,PRTX,Low Vol
1700,18482.5770602,Levocoin,$0.000675,27375527.9833,LEVO,Low Vol
1701,18473.683261,Nyerium,$0.000935,19762709.3993,NYEX,Low Vol
1702,18466.720424,BoostCoin,$0.001558,11855487.1682,BOST,Low Vol
1703,17566.6590223,ParkByte,$0.003687,4764026.33477,PKB,Low Vol
1704,17407.1930086,ParallelCoin,$0.055310,314718.641345,DUO,Low Vol
1705,16973.7453573,Safe Trade Coin,$0.000052,326829322.201,XSTC,Low Vol
1706,16619.06734,BROTHER,$0.000104,160000000.0,BRAT,Low Vol
1707,16605.4778418,Bitspace,$0.001226,13546967.2436,BSX,Low Vol
1708,16179.8607151,SecureCoin,$0.001610,10052265.95,SRC,Low Vol
1709,16157.4264189,Ammo Reloaded,$0.000208,77777777.0,AMMO,Low Vol
1710,16111.3134164,Honey,$0.035335,455955.0,HONEY,Low Vol
1711,15879.4689985,Californium,$0.006489,2446961.25,CF,Low Vol
1712,15833.7925571,FLiK,$0.000263,60123682.1681,FLIK,Low Vol
1713,15822.0814562,BrokerNekoNet...,$0.000005,2994585915.99,BNN,Low Vol
1714,15565.0196144,Zayedcoin,$0.002493,6243840.00056,ZYD,Low Vol
1715,15554.5841547,AdultChain,$0.000312,49917230.8899,XXX,Low Vol
1716,15462.0171764,Qbic,$0.003301,4684175.67769,QBIC,Low Vol
1717,15335.8337339,Independent M...,$0.002856,5368933.59731,IMS,Low Vol
1718,15308.0225135,Eternity,$0.002856,5359197.1462,ENT,Low Vol
1719,14816.8782149,FolmCoin,$0.001533,9662813.0,FLM,Low Vol
1720,14543.1387132,BumbaCoin,$0.000623,23335667.6653,BUMBA,Low Vol
1721,14146.8505369,iBTC,$0.000681,20781529.1119,IBTC,Low Vol
1722,13715.6491889,Dollarcoin,$0.001506,9106714.07746,DLC,Low Vol
1723,13711.6781155,Nekonium,$0.001143,12000829.33,NUKO,Low Vol
1724,13181.2468005,Datacoin,$0.000363,36266808.3179,DTC,Low Vol
1725,13135.5143569,Fintab,$0.004726,2779387.0,FNTB,Low Vol
1726,13023.1705212,FuzzBalls,$0.002696,4829945.0,FUZZ,Low Vol
1727,12556.4224928,Sharpe Platfo...,$0.000721,17410143.6337,SHP,Low Vol
1728,12018.0800796,Acoin,$0.009850,1220084.95666,ACOIN,Low Vol
1729,11848.944891,PosEx,$0.004830,2453240.13869,PEX,Low Vol
1730,11725.0578005,GambleCoin,$0.001818,6450453.94363,GMCN,Low Vol
1731,11451.5716282,Cabbage,$0.001091,10499995.91,CAB,Low Vol
1732,11393.2510493,CommunityGene...,$0.000052,219376951.858,CGEN,Low Vol
1733,11383.8755422,Coupecoin,$0.000052,218281462.451,COUPE,Low Vol
1734,11303.2871556,BOAT,$0.000156,72548232.6175,BOAT,Low Vol
1735,11269.8430193,Speed Mining ...,$0.107660,104680.087,SMS,Low Vol
1736,10726.062195,Steneum Coin,$0.003665,2926779.00545,STN,Low Vol
1737,10388.7867326,Theresa May Coin,$0.000104,100018000.0,MAY,Low Vol
1738,10372.9557478,Rhenium,$0.000312,33288529.0873,XRH,Low Vol
1739,10213.8238935,MustangCoin,$0.016204,630343.24367,MST,Low Vol
1740,10184.203008,Bankcoin,$0.000990,10291781.26,B@,Low Vol
1741,10183.2566828,BZLCOIN,$0.004856,2096966.50166,BZL,Low Vol
1742,10122.8660753,LiteCoin Ultra,$0.009816,1031300.00006,LTCU,Low Vol
1743,10114.1785012,IQ.cash,$0.002596,3896162.5,IQ,Low Vol
1744,9873.0559408,iBank,$0.002181,4526324.0,IBANK,Low Vol
1745,9703.23092033,Grimcoin,$0.000104,93417814.3389,GRIM,Low Vol
1746,9511.99484841,BowsCoin,$0.001714,5550102.41646,BSC,Low Vol
1747,9439.9451422,Zoomba,$0.000674,13999622.1301,ZBA,Low Vol
1748,9431.46843525,Ourcoin,$0.015269,617696.749468,OUR,Low Vol
1749,9428.65335514,Comet,$0.010802,872830.0,CMT,Low Vol
1750,9184.39934055,Eryllium,$0.000672,13663120.9703,ERY,Low Vol
1751,8880.81410979,BitCoal,$0.001974,4500000.0,COAL,Low Vol
1752,8560.08695356,Iconic,$0.014438,592893.53,ICON,Low Vol
1753,8462.96157845,SpectrumNetwork,$0.000026,326685655.867,SPEC,Low Vol
1754,8000.12172256,Trident Group,$0.006595,1213024.0,TRDT,Low Vol
1755,7845.20482237,MiloCoin,$0.000727,10789953.7141,MILO,Low Vol
1756,7740.10091449,UralsCoin,$0.000623,12420799.5222,URALS,Low Vol
1757,7264.57926379,Ragnarok,$0.000623,11656617.6512,RAGNA,Low Vol
1758,7132.6366027,Dalecoin,$0.011893,599733.0,DALC,Low Vol
1759,7124.13950099,WhaleCoin,$0.000699,10192294.0,WHL,Low Vol
1760,6832.42602027,Prime-XI,$0.000312,21931814.949,PXI,Low Vol
1761,6765.06142056,SongCoin,$0.000208,32565300.0,SONG,Low Vol
1762,6560.45622383,Cannation,$0.002649,2476892.71923,CNNC,Low Vol
1763,6320.64543402,Wild Beast Block,$0.034744,181919.243597,WBB,Low Vol
1764,6307.73208494,Rocketcoin,$0.000047,134950363.934,ROCK,Low Vol
1765,6235.33624495,C-Bit,$0.000040,157625875.0,XCT,?
1766,6018.00090905,Graphcoin,$0.000675,8913581.24748,GRPH,Low Vol
1767,6013.65398447,Bitcoin X,$0.002099,2864374.00577,BTX,Low Vol
1768,5733.36353402,VectorAI,$0.000312,18399310.9978,VEC2,Low Vol
1769,5663.06983836,LiteBitcoin,$0.000196,28940332.9695,LBTC,Low Vol
1770,5645.98577352,PoSToken,$0.005430,1039796.57388,POS,Low Vol
1771,5460.68845585,SocialCoin,$0.000519,10518425.0,SOCC,Low Vol
1772,5300.72613482,Bitcoin Planet,$0.000779,6804362.43682,BTPL,Low Vol
1773,5273.35808571,Veltor,$0.009504,554855.0,VLT,Low Vol
1774,5218.17270855,Concoin,$0.007011,744265.711357,CONX,Low Vol
1775,5065.62160279,Xchange,$0.000519,9753850.07916,XCG,Low Vol
1776,5062.08741313,ARbit,$0.000467,10830050.0,ARB,Low Vol
1777,4687.97173471,Alpha Coin,$0.000531,8825450.001,APC,Low Vol
1778,4568.87721783,JavaScript Token,$0.000572,7991996.0,JS,Low Vol
1779,4513.40107143,Virtacoin,$8.7e-07,5201310113.21,VTA,Low Vol
1780,4389.1541016,QYNO,$0.004082,1075172.0,QNO,Low Vol
1781,4236.23135815,BenjiRolls,$0.000209,20276099.1465,BENJI,Low Vol
1782,4170.16833477,Staker,$0.002997,1391313.62301,STR,Low Vol
1783,3622.73054216,Luna Coin,$0.002123,1706429.49506,LUNA,Low Vol
1784,3549.28606342,PLNcoin,$0.000208,17089600.0,PLNC,Low Vol
1785,3371.14136444,dietbitcoin,$0.001153,2924508.82312,DDX,Low Vol
1786,3048.14721493,Neuro,$0.000051,59401326.4598,NRO,Low Vol
1787,3044.34118596,CoinonatX,$0.000156,19539587.8637,XCXT,Low Vol
1788,2569.9148658,Asiadigicoin,$0.000103,24931054.0,ADCN,Low Vol
1789,2370.20344299,PonziCoin,$0.002753,861099.0018,PONZI,Low Vol
1790,2367.39329045,GeertCoin,$0.000465,5091199.615,GEERT,Low Vol
1791,2351.67727033,Fujinto,$0.000036,65802448.0342,NTO,?
1792,2237.26712015,Coimatic 3.0,$0.000990,2259512.152,CTIC3,Low Vol
1793,2228.81096502,Save and Gain,$0.000727,3064800.039,SANDG,Low Vol
1794,2032.30419733,Project-X,$25967.29,0.078264,NANOX,Low Vol
1795,1884.86151506,CrevaCoin,$0.000052,36390750.0,CREVA,Low Vol
1796,1822.30378234,ACRE,$0.000416,4379883.87482,ACRE,Low Vol
1797,1800.43596248,Allion,$0.000290,6199359.3398,ALL,Low Vol
1798,1699.65605719,Mero,$0.005666,300000.0,MERO,Low Vol
1799,1652.77796527,Interzone,$0.000623,2652018.803,ITZ,Low Vol
1800,1525.20145854,VapersCoin,$0.000002,780124964.0,VPRC,Low Vol
1801,1369.47569343,AnarchistsPrime,$0.000312,4394873.80102,ACP,Low Vol
1802,1343.52695143,Coinonat,$0.000156,8623200.0,CXT,Low Vol
1803,1012.83301735,PlayerCoin,$0.000029,35120000.0045,PLACO,Low Vol
1804,934.355432571,Magnum,$0.000208,4497751.47286,MGM,Low Vol
1805,789.492762709,MFIT COIN,$0.000402,1964843.88583,MFIT,Low Vol
1806,715.652800566,Argus,$0.000623,1148324.048,ARGUS,Low Vol
1807,642.936644844,SmartFox,$0.000415,1547467.45216,FOX,Low Vol
1808,222.591589266,POLY AI,$0.000098,2281981.07606,AI,Low Vol
1809,157.991461776,Jiyo [OLD],$0.000026,6100011.70106,JIYO,Low Vol
1810,130.568356114,CJs,$0.076267,1712.0,CJS,Low Vol
1811,117.721259416,SHADE Token,$0.000002,50001445.0,SHADE,Low Vol
1812,91.9638208425,HarmonyCoin,$0.000164,561235.032413,HMC,Low Vol
1813,0,CK USD,$0.925248,-1,CKUSD,"$297,966,169"
1814,0,PUBLYTO Token,$0.001501,-1,PUB,"$105,543,873"
1815,0,ShineChain,$0.026804,-1,SHE,"$30,231,698"
1816,0,FairGame,$0.005060,-1,FAIR,"$25,953,646"
1817,0,TigerCash,$0.029283,-1,TCH,"$18,884,954"
1818,0,TOP,$0.013849,-1,TOP,"$9,212,968"
1819,0,Theta Fuel,$0.013167,-1,TFUEL,"$9,092,198"
1820,0,Orbs,$0.027694,-1,ORBS,"$7,545,050"
1821,0,StarChain,$0.010794,-1,STC,"$6,893,666"
1822,0,Ontology Gas,$0.600921,-1,ONG,"$6,518,861"
1823,0,Filecoin [Fut...,$3.67,-1,FIL,"$5,396,848"
1824,0,Cosmos,$3.80,-1,ATOM,"$5,203,917"
1825,0,ZB,$0.319695,-1,ZB,"$4,568,390"
1826,0,VeriBlock,$0.084505,-1,VBK,"$4,320,066"
1827,0,BitMax Token,$0.106754,-1,BTMX,"$4,257,754"
1828,0,PlayCoin [QRC20],$0.035310,-1,PLY,"$4,185,259"
1829,0,BUMO,$0.062530,-1,BU,"$4,085,122"
1830,0,Molecular Future,$0.063082,-1,MOF,"$3,426,952"
1831,0,MEET.ONE,$0.002279,-1,MEETONE,"$2,840,655"
1832,0,Karatgold Coin,$0.067527,-1,KBC,"$2,793,225"
1833,0,Baer Chain,$4.65,-1,BRC,"$2,742,574"
1834,0,IntelliShare,$0.023228,-1,INE,"$2,478,509"
1835,0,Lightning Bit...,$9.26,-1,LBTC,"$2,375,539"
1836,0,Aidos Kuneen,$2.17,-1,ADK,"$2,188,699"
1837,0,YOU COIN,$0.014551,-1,YOU,"$2,154,231"
1838,0,EduCoin,$0.000433,-1,EDU,"$2,104,569"
1839,0,MEX,$0.002784,-1,MEX,"$1,946,845"
1840,0,LightChain,$0.000052,-1,LIGHT,"$1,890,639"
1841,0,FuturoCoin,$2.22,-1,FTO,"$1,837,551"
1842,0,Atlas Protocol,$0.023354,-1,ATP,"$1,723,732"
1843,0,MINDOL,$1.05,-1,MIN,"$1,667,365"
1844,0,CoinEx Token,$0.024888,-1,CET,"$1,530,926"
1845,0,V Systems,$0.118798,-1,VSYS,"$1,508,818"
1846,0,Coni,$0.058789,-1,CONI,"$1,494,154"
1847,0,Intelligent I...,$0.000678,-1,IIC,"$1,414,920"
1848,0,WinToken,$0.000993,-1,WIN,"$1,361,366"
1849,0,Infinity Econ...,$0.002622,-1,XIN,"$1,286,199"
1850,0,Hdac,$0.054153,-1,HDAC,"$1,277,965"
1851,0,RSK Smart Bit...,$5374.63,-1,RBTC,"$1,251,366"
1852,0,Contents Prot...,$0.006167,-1,CPT,"$1,223,854"
1853,0,Engine,$0.000839,-1,EGCC,"$1,220,853"
1854,0,CoinMeet,$0.011638,-1,MEET,"$1,187,553"
1855,0,Huobi Pool Token,$0.007153,-1,HPT,"$1,160,418"
1856,0,VeThor Token,$0.001049,-1,VTHO,"$1,120,437"
1857,0,Dexter G,$0.025414,-1,DXG,"$1,107,865"
1858,0,Super Bitcoin,$2.87,-1,SBTC,"$1,085,073"
1859,0,Bitex Global ...,$0.038746,-1,XBX,"$1,037,026"
1860,0,UnlimitedIP,$0.011813,-1,UIP,"$936,719"
1861,0,HitChain,$0.000192,-1,HIT,"$917,966"
1862,0,OFCOIN,$0.000322,-1,OF,"$860,723"
1863,0,BeeKan,$0.001610,-1,BKBT,"$748,903"
1864,0,BitUP Token,$0.003115,-1,BUT,"$713,964"
1865,0,The Midas Tou...,$0.005952,-1,TMTG,"$707,008"
1866,0,Eterbase,$0.007837,-1,XBASE,"$705,513"
1867,0,KNOW,$0.009884,-1,KNOW,"$680,532"
1868,0,Safe Haven,$0.002244,-1,SHA,"$678,462"
1869,0,MyToken,$0.004587,-1,MT,"$665,632"
1870,0,ABCC Token,$0.080068,-1,AT,"$663,609"
1871,0,Vanta Network,$0.000900,-1,VNT,"$640,932"
1872,0,Volt,$0.001064,-1,ACDC,"$633,204"
1873,0,Flowchain,$5.19,-1,FLC,"$630,868"
