,currency_change,market_cap,name,price,supply,symbol,volume
2437,0.16,12266548.9965,SCRL,0.0746684800272,164280148.625,SCRL,157975.043559
2438,-1.06,12186172.2133,Propy,0.213769740153,57006067.3911,PRO,494966.973826
2439,0.31,12178830.7863,Achain,0.0140362279925,867671200.041,ACT,1442947.7229
2440,-0.09,12167801.6212,Dropil,0.00053594357851,22703512289.5,DROP,116983.79846
2441,1.30,12150806.0719,SALT,0.151348475515,80283637.0206,SALT,316131.961992
2442,-0.23,12145702.5761,AdEx,0.165403603816,73430701.0,ADX,1178891.05435
2443,-0.31,12072642.0681,BHPCoin,1.24960841895,9661140.15,BHP,6437108.54934
2444,-0.03,12058794.6259,BitNewChain,0.0671044750884,179701795.0,BTN,1826.47420343
2445,4.10,11891884.6842,MediBloc [QRC20],0.00400888229014,2966384100.0,MED,49578.1528591
2446,-0.30,11855316.9559,Quantum Resis...,0.175012771574,67739724.646,QRL,14758.2269817
2447,-0.98,11822263.5897,ETHLend,0.0105992208062,1115389876.85,LEND,396137.07579
2448,-2.60,11809249.1213,DATA,0.00141640282439,8337493344.4,DTA,1249791.80297
2449,-0.08,11763545.4045,Bitcoiin,0.232316523573,50635853.29,B2G,606576.888143
2450,-0.03,11702629.5989,Numeraire,8.67293077096,1349328.14616,NMR,8739.49091712
2451,-1.03,11602763.3595,Clipper Coin,0.00427571741873,2713641296.48,CCCX,61376.2113021
2452,1.87,11476120.4705,PumaPay,0.000507206483349,22626131264.6,PMA,146761.583589
2453,-0.98,11465648.887,RChain,0.0306740494457,373789867.795,RHOC,162798.730655
2454,-1.49,11332838.4549,DMarket,0.225681535099,50216064.1985,DMT,748897.563445
2455,-0.13,11278133.0561,FirstBlood,0.131817997353,85558370.5,1ST,5717.49296285
2456,-0.54,11269747.6397,Nucleus Vision,0.00195385178481,5767964452.25,NCASH,434873.095216
2457,-1.49,11025299.3425,Game.com,0.0144794582331,761444189.762,GTC,2717656.67386
2458,1.15,10909263.1311,SOLVE,0.0518131534012,210550071.072,SOLVE,1175752.59202
2459,-3.28,10887447.8985,Substratum,0.0284251983562,383020999.96,SUB,11923.7122165
2460,-0.11,10851637.4156,bitCNY,0.148920420093,72868700.0,BITCNY,86583129.2668
2461,-0.43,10782354.6564,VIBE,0.0414574247557,260082596.06,VIBE,409842.17351
2462,0.77,10761987.1873,Aergo,0.355185683375,30299608.602,AERGO,4152165.62781
2463,-1.87,10760691.1291,IoT Chain,0.150668094581,71419839.4756,ITC,8691455.72806
2464,0.39,10751363.4738,APIS,0.00220616607984,4873324620.52,APIS,298149.408137
2465,-0.74,10653983.8965,VITE,0.0256621923323,415162654.793,VITE,448681.811513
2466,-0.90,10571543.1858,Insolar,0.325278251871,32500000.0,INS,487232.658658
2467,-0.29,10529087.8879,DigitalNote,0.0015196071151,6928822445.82,XDN,723379.368096
2468,-0.84,10513377.2405,Red Pulse Pho...,0.0126729997708,829588687.02,PHX,353776.630528
2469,-0.01,10486631.4934,SONM,0.0291619340751,359600000.0,SNM,308742.071909
2470,-0.35,10469147.7562,SDChain,0.0069794319421,1499999977.52,SDA,11745.6313577
2471,-1.57,10436487.4615,NEXT,0.863361994964,12088194.2017,NET,3489238.37114
2472,0.96,10379258.962,Tokenomy,0.0518962948101,200000000.0,TEN,147131.329265
2473,-1.96,10375155.3282,XYO,0.00179047700928,5794631974.85,XYO,50761.9386043
2474,-0.55,10356846.3431,district0x,0.0172614105718,600000000.0,DNT,2242928.54118
2475,1.04,10315043.4952,ZClassic,1.61684133315,6379750.0,ZCL,101995.732092
2476,-0.40,10274602.5101,Beam,0.712078039155,14429040.0,BEAM,4871171.93683
2477,-0.45,10222304.1557,SingularDTV,0.0170371735929,600000000.0,SNGLS,339718.985255
2478,-1.09,10196301.7417,DEX,0.0532326397194,191542290.51,DEX,3745671.29095
2479,0.71,10194419.8151,BridgeCoin,0.377571104262,27000000.0,BCO,9069.57391222
2480,0.32,10189578.0302,BLOCKv,0.00436643755195,2333613594.37,VEE,13332.521324
2481,-1.36,10098005.3299,All Sports,0.00673260553035,1499865881.7,SOC,420028.268108
2482,0.04,9970642.82944,LEOcoin,0.0823949109762,121010420.563,LEO,1327357.25909
2483,-0.52,9959498.08716,Stakenet,0.122424165475,81352386.9942,XSN,89619.2392392
2484,-0.23,9923913.31308,MobileGo,0.0992422324657,99996877.0,MGO,202341.422026
2485,-0.68,9857222.74879,POA Network,0.0407516147304,241885452.0,POA,638621.791784
2486,13.53,9835201.90832,DecentBet,0.0522025985338,188404450.823,DBET,10565.7980317
2487,-0.54,9800367.46399,Ubiq,0.230006444928,42609099.354,UBQ,4216.46063533
2488,-0.73,9649021.1211,Tripio,0.00288892847937,3340000000.0,TRIO,6095707.35861
2489,-0.26,9643954.86894,Envion,0.0865946902876,111368893.831,EVN,2328.82488583
2490,-0.29,9641386.65465,BitBay,0.00952567912398,1012146906.19,BAY,18149.071793
2491,0.78,9600836.81018,Pepe Cash,0.0136786658295,701884009.0,PEPECASH,7195.8522051
2492,-0.58,9581122.66123,Melon,8.07315832388,1186787.41044,MLN,77475.9500507
2493,-0.29,9556472.00995,Boolberry,0.765142728443,12489790.0152,BBR,2744.5003677
2494,0.39,9551971.89082,COSS,0.0800180569467,119372704.803,COSS,238100.968211
2495,0.08,9409991.98731,CoinUs,0.0276764470215,340000000.0,CNUS,227328.134706
2496,-0.77,9366158.90347,Loopring [NEO],0.082446454546,113602931.2,LRN,117379.918049
2497,4.87,9353481.17319,HalalChain,0.0240443209632,389009994.814,HLC,1177763.95208
2498,-0.41,9329571.69193,Metronome,1.02859648148,9070196.0,MET,384451.235672
2499,0.55,9262464.52837,DxChain Token,0.000254986268268,36325346424.7,DX,151341.92895
2500,-0.25,9255010.10987,Content Neutr...,0.000237093814384,39035223816.0,CNN,647557.263484
2501,0.93,9185112.16854,BTU Protocol,0.183664603548,50010246.8908,BTU,110489.401394
2502,-0.45,9171177.6524,Steem Dollars,0.992683918084,9238769.245,SBD,153338.615112
2503,0.91,9170448.69562,Lympo,0.0110931998716,826672989.017,LYM,1257189.39167
2504,-0.35,9107847.91449,Agrello,0.10593123167,85978873.0,DLT,664888.007412
2505,-1.06,8944429.88082,Kambria,0.00726867443783,1230544847.94,KAT,289530.234402
2506,-0.73,8845998.87007,Monetha,0.0259000254104,341544022.83,MTH,298454.767545
2507,-0.44,8795058.68018,QLC Chain,0.0366460778341,240000000.0,QLC,1526284.98024
2508,-0.27,8751329.41194,Pillar,0.0337435516352,259348201.0,PLR,2678.40539565
2509,3.81,8739970.94977,FOAM,0.0317790284503,275023226.825,FOAM,78714.1856746
2510,-0.76,8731108.28594,Refereum,0.0023941643094,3646829188.65,RFR,4567153.98141
2511,0.49,8727565.99797,Selfkey,0.00304288866033,2868184469.5,KEY,418410.209286
2512,-1.13,8684201.66089,Burst,0.00426866247732,2034408133.0,BURST,16729.9721618
2513,-0.20,8637080.3889,Incent,0.187694993908,46016573.0,INCNT,2168.18964972
2514,0.13,8613694.73171,Jibrel Network,0.0509204121901,169159956.906,JNT,72580.0907785
2515,-0.31,8544871.11953,Everus,0.0186927599349,457121963.225,EVR,11396.1345581
2516,-0.77,8522808.24,Aeron,0.437067089231,19500000.0,ARN,1859774.40843
2517,0.58,8497193.25595,Spendcoin,0.0587264107393,144691173.0,SPND,1808392.1444
2518,-0.22,8494714.12967,ZrCoin,2.13447577814,3979766.0,ZRC,34147.7082868
2519,-0.43,8486757.60684,Online,0.0096697478918,877660690.0,OIO,10167.7031996
2520,-2.76,8484086.59215,SwftCoin,0.00233079917712,3639990384.17,SWFTC,4783628.31081
2521,0.14,8439865.1115,BOScoin,0.0154491456384,546299796.056,BOS,24044.1444589
2522,-0.43,8401636.60677,BlackCoin,0.133980983994,62707679.5252,BLK,124623.193748
2523,5.13,8373586.10789,PRIZM,0.159488069036,52502899.8,PZM,37742.0506323
2524,-0.56,8351109.87117,Ormeus Coin,0.232589063817,35904998.0,ORME,677320.666417
2525,-0.20,8345395.55867,Zipper,0.00051514787997,16199999812.0,ZIP,1740924.58262
2526,-1.45,8342563.71211,LBRY Credits,0.0371273100823,224701538.938,LBC,14617.8267514
2527,-0.49,8304712.02505,Tierion,0.0193817387508,428481269.499,TNT,806472.304875
2528,0.03,8292849.03814,AMO Coin,0.000924277442622,8972250815.31,AMO,19851325.3226
2529,-0.10,8242786.59321,Gulden,0.0193541911262,425891557.0,NLG,17890.3474772
2530,-0.43,8241000.90635,CanonChain,0.0156578142656,526318729.202,CZR,444843.34673
2531,-0.22,8240144.34932,Spectrecoin,0.372753537335,22106146.6196,XSPEC,11821.7288264
2532,-0.56,8209395.82285,WePower,0.0138404183847,593146507.184,WPR,256528.743333
2533,-3.05,8174002.4111,PCHAIN,0.014608358657,559542834.553,PI,2848943.67523
2534,-0.12,8164420.55156,SafeInsure,3.73055126186,2188529.24902,SINS,586809.057895
2535,1.97,8151463.10071,Loki,0.224494531144,36310297.0,LOKI,9133.25969651
2536,-0.43,8011989.35578,Content Value...,0.0188203966605,425707783.97,CVNT,2030240.55802
2537,3.26,7978285.13134,SaluS,7.88161498383,1012265.27148,SLS,2261.22268628
2538,1.39,7885285.07538,Cryptaur,0.00105033618336,7507391633.55,CPT,10399.6752527
2539,-0.32,7842397.50668,GameCredits,0.112297185935,69836100.0,GAME,52299.6533581
2540,-0.59,7803181.65873,Ambrosus,0.0539672801759,144590975.0,AMB,868577.682493
2541,-0.87,7747708.76341,Blox,0.0114852473145,674579184.17,CDT,2679900.27438
2542,-3.17,7745031.74509,Safe Exchange...,0.0050189506213,1543157590.0,SAFEX,1907.53834676
2543,-1.02,7705337.56052,AppCoins,0.077011549212,100054311.845,APPC,364792.858594
2544,0.20,7698460.24629,Pascal Coin,0.298121853461,25823200.0,PASC,70072.707693
2545,6.64,7677120.1348,Ternio,0.0229742549188,334161876.498,TERN,7928.14169371
2546,-0.23,7540667.437,Trade Token X,0.0851637722551,88543135.6236,TIOX,19830.7786178
2547,0.96,7523443.37338,Mobius,0.014606277178,515082884.002,MOBI,15080.9679534
2548,-0.28,7461897.31034,Waves Communi...,0.748842355309,9964577.0,WCT,955065.898117
2549,0.21,7451500.46302,Electra,0.00026125815681,28521599302.4,ECA,17666.4343102
2550,-4.35,7376531.06362,Fortuna,0.0153678685845,479997016.051,FOTA,854767.999142
2551,-51.71,7318698.06885,Credo,0.0133093444225,549891702.891,CREDO,502.168982474
2552,-0.55,7201551.36754,YOYOW,0.0240051794236,299999897.541,YOYOW,11208903.718
2553,-1.91,7198771.11889,B2BX,0.433931563674,16589646.2058,B2B,269809.990659
2554,-2.97,7176130.6324,Paragon,0.11050991428,64936532.4293,PRG,27005.0058207
2555,0.17,7160689.04693,Internet Node...,0.0253036431433,282990437.637,INT,4252825.85826
2556,0.18,7126722.18841,Bitcore,0.424354959804,16794247.419,BTX,133976.592263
2557,17.44,7061641.37301,Primalbase Token,5649.31309841,1250.0,PBT,38612.0320102
2558,-3.39,7042642.43089,Machine Xchan...,0.00880892158903,799489740.0,MXC,924493.960876
2559,-2.63,6964858.45462,Primecoin,0.255333603663,27277484.6503,XPM,104723.078707
2560,-0.17,6925668.08025,QChi,0.233143252796,29705633.756,QCH,233737.222299
2561,0.46,6864565.96913,Ink,0.0147971765476,463910526.92,INK,3229887.97882
2562,-1.59,6835083.363,Etherparty,0.0110680965258,617548224.943,FUEL,4555817.41967
2563,0.78,6824361.41439,Primas,0.12951279647,52692564.7534,PST,2720536.58077
2564,-2.82,6814883.60811,Dero,0.969051618289,7032529.0,DERO,199245.053795
2565,-0.64,6795214.95974,Litecoin Cash,0.0109551524923,620275707.209,LCC,155636.559023
2566,-2.32,6745239.09666,NIX,0.156253398102,43168591.3944,NIX,73851.5817995
2567,2.57,6720117.34132,CommerceBlock,0.0386732203739,173766686.0,CBT,7740.30969223
2568,-0.20,6715061.90995,Ecobit,0.0151088892989,444444444.4,ECOB,7428.09783023
2569,-0.03,6671573.11793,Sphere,0.53439516881,12484343.9973,SPHR,389325.889292
2570,-2.22,6653416.64219,Penta,0.00032589853176,20415607907.9,PNT,473089.413851
2571,-0.34,6631046.65474,Genaro Network,0.0273326579776,242605262.18,GNX,386640.77599
2572,-0.49,6624401.58623,CPChain,0.01758227702,376765852.267,CPC,241438.889788
2573,-0.01,6621447.22595,Hydro,0.00154738223718,4279128367.15,HYDRO,118461.943309
2574,-0.03,6585546.31483,Viberate,0.0356731111198,184608129.432,VIB,1045884.86839
2575,-1.77,6585404.82603,Bottos,0.0120613985192,545990153.26,BTO,719004.068422
2576,1.86,6559459.42712,TurtleCoin,0.000159293765383,41178381409.7,TRTL,269440.852496
2577,-0.35,6529372.32901,Cajutel,15.2925394706,426964.55625,CAJ,16724.3014663
2578,-1.71,6455557.28433,BlockMason Cr...,0.0555753388968,116158667.0,BCPT,443717.171872
2579,-0.82,6454344.11726,Amoveo,106.471817547,60620.2116763,VEO,5621.25427593
2580,-1.91,6444272.07278,Blockport,0.121886860177,52870933.4494,BPT,344573.614062
2581,0.06,6429558.63746,Restart Energ...,0.01420112344,452750000.0,MWAT,30733.4681451
2582,-0.26,6425675.19625,Morpheus.Network,0.206259160893,31153405.1066,MRPH,838570.855041
2583,-13.07,6405302.35383,Grid+,0.163248603292,39236491.0,GRID,7478.14781719
2584,10.58,6338909.64164,Optimal Shelf...,0.00734732451656,862750737.0,OSA,369871.126255
2585,-0.88,6332919.61949,AirSwap,0.0422194641299,150000000.0,AST,521788.498017
2586,-1.81,6315054.34812,Presearch,0.0407422861169,155000000.0,PRE,23418.809089
2587,-0.05,6222836.42814,Wowbit,0.0224022111234,277777778.0,WWB,1728873.28049
2588,-5.94,6172910.50948,STACS,0.012311037774,501412685.332,STACS,47788.0332094
2589,-0.21,6149521.15022,smARTOFGIVING,0.105762225093,58144778.486,AOG,10941.588033
2590,-0.76,6117889.48262,Seele,0.00892958457104,685125879.479,SEELE,106064.730641
2591,-1.31,6095782.23351,OAX,0.243741109225,25009249.58,OAX,1759345.25272
2592,6.70,6056952.45006,DAOstack,0.156288109102,38755043.393,GEN,15482.865234
2593,3.79,6043715.68431,NaPoleonX,0.276540147664,21854749.61,NPX,103782.448548
2594,0.44,6018997.10189,Dock,0.0136372935874,441363021.432,DOCK,578193.505018
2595,-1.38,6017865.45239,BitTube,0.0411064297624,146397181.345,TUBE,66704.9808711
2596,-0.08,6009565.31612,Lunyr,2.61529571767,2297853.07853,LUN,526678.722315
2597,-0.10,5990112.62923,StableUSD,1.00155051158,5980839.26868,USDS,667726.940413
2598,-0.88,5968335.91578,ATN,0.0707966454764,84302524.1608,ATN,98511.7098497
2599,8.49,5930349.97176,DAPS Token,0.000112772536338,52586828002.0,DAPS,14720.7809942
2600,-4.62,5927380.72226,Swarm,0.0753736372095,78639972.0341,SWM,265524.178354
2601,-0.65,5917938.64592,SwissBorg,0.010277390509,575821132.878,CHSB,32117.2202184
2602,-0.65,5866404.34451,Measurable Da...,0.011223614208,522684069.124,MDT,401888.160792
2603,0.75,5854722.16593,PlayCoin [ERC20],0.032402175862,180689167.014,PLY,3534443.37899
2604,0.61,5840926.43962,Feathercoin,0.0249525610836,234081240.0,FTC,17115.6078699
2605,-4.45,5839556.22285,Hiveterminal ...,0.014217892249,410718840.781,HVN,143708.672343
2606,-0.25,5823999.79471,Aeon,0.367875107419,15831459.3112,AEON,7844.39237363
2607,-0.82,5782274.61145,Nimiq,0.00156058608201,3705194271.63,NIM,130719.444044
2608,6.65,5753334.88761,Polybius,1.44936155222,3969564.99833,PLBT,4197.63866354
2609,-1.21,5715161.21178,Mercury,0.0571516121178,100000000.0,MER,160899.848215
2610,-0.30,5703423.08386,Aurora DAO,0.0306573178765,186037901.516,AURA,6986.92483581
2611,-0.20,5695987.06136,Shift,0.437270512978,13026231.8,SHIFT,13627.8217225
2612,-0.58,5689354.27965,EvenCoin,0.275973502357,20615581.6811,EVN,807112.508547
2613,0.95,5651821.55661,Kcash,0.0126864942398,445499083.496,KCASH,8138529.83463
2614,-0.37,5639965.07022,adToken,0.00756839113019,745200000.0,ADT,1165194.99888
2615,0.16,5633268.74097,LGO Exchange,0.0424671318678,132650087.096,LGO,17465.6567581
2616,1.12,5625876.41762,Bit-Z Token,0.125283580768,44905137.474,BZ,16023231.6766
2617,-4.06,5620966.71231,HiCoin,0.00126752427004,4434602827.87,XHI,19339.4290036
2618,-0.82,5614461.83783,doc.com Token,0.00999995261001,561448844.488,MTC,126767.86043
2619,-2.69,5566063.59194,Counterparty,2.12795592152,2615685.56738,XCP,23809.4811287
2620,-1.18,5561756.24283,Litex,0.00678262971331,819999982.0,LXT,1217906.60142
2621,0.06,5538949.00966,Cashaa,0.00753234378203,735355311.7,CAS,128153.577171
2622,-13.85,5479301.40258,SIX,0.0200137684617,273776596.0,SIX,52316.1122668
2623,-1.51,5426647.31564,Synthetix Net...,0.0721689622994,75193644.785,SNX,45676.6038288
2624,-0.27,5395733.43804,LINA,0.02811326354,191928391.037,LINA,5438.17793307
2625,0.38,5374799.72486,Beetle Coin,0.0297381113242,180737763.278,BEET,117611.548195
2626,1.68,5361121.89926,Universa,0.00289984639281,1848760649.03,UTNP,77227.4301207
2627,0.37,5270170.8712,BOX Token,0.052930303775,99568120.6289,BOX,2909728.05384
2628,0.81,5197132.73153,IPChain,0.0675117915358,76981111.2,IPC,71410.6473407
2629,-0.31,5197012.87565,PayPie,0.0629940954624,82500000.0,PPP,3807.04076608
2630,-1.34,5168772.75672,PotCoin,0.0232822474282,222004889.032,POT,11283.7585482
2631,-2.64,5161531.10128,AgaveCoin,0.0132137025223,390619593.0,AGVC,6103.48828148
2632,0.82,5128429.30766,Airbloc,0.0203743927796,251709553.415,ABL,669534.512656
2633,1.52,5101894.3172,SunContract,0.041577688448,122707502.693,SNC,566515.980038
2634,-0.62,5037268.96782,Callisto Network,0.00339757687131,1482606327.57,CLO,26204.7249081
2635,-1.82,5023385.9218,Cobinhood,0.0123203359048,407731246.99,COB,17592.7298585
2636,2.76,4961077.57307,ChatCoin,0.00718996082825,690000640.0,CHAT,812975.638012
2637,-1.41,4910677.55259,LoyalCoin,0.000917261941403,5353626190.0,LYL,351124.592627
2638,-0.20,4905318.92507,XTRABYTES,0.0114077184304,430000000.0,XBY,1086.56581273
2639,-1.50,4847114.46854,Polis,0.765801527525,6329465.65699,POLIS,8456.97222709
2640,-1.00,4840495.18114,I/O Coin,0.278594637768,17374688.9743,IOC,1256.47204836
2641,-0.20,4794403.78361,Wings,0.0497162810759,96435285.984,WINGS,6705.00667607
2642,-0.21,4776031.44952,BaaSid,0.00152102912405,3140000000.0,BAAS,73939.0396374
2643,-0.93,4754696.13473,Sentinel Prot...,0.0161090115172,295157535.25,UPP,1138875.06524
2644,-0.31,4746355.72399,HempCoin,0.0194385039433,244172892.0,THC,5326.83311134
2645,1.01,4650293.59561,KickCoin,0.00484890868561,959039218.333,KICK,320117.943817
2646,-0.26,4644249.63136,DECENT,0.0905204376689,51306089.0,DCT,311130.130039
2647,-0.55,4636445.75455,EBCoin,0.00114328604862,4055368085.83,EBC,101489.32205
2648,0.07,4631219.15752,0Chain,0.115445208735,40116166.0,ZCN,72918.4528591
2649,0.90,4618764.71668,COVA,0.00269521915114,1713688000.0,COVA,3014435.45821
2650,-0.52,4481361.58362,Phantasma,0.0768238607628,58332939.0,SOUL,510857.638736
2651,-0.50,4433591.47849,Neumark,0.119766584477,37018601.6229,NEU,732.437845507
2652,3.42,4433180.9583,Travala.com,0.112865466319,39278453.3913,AVA,31743.3583111
2653,-15.17,4428534.54275,Vitae,0.30133710783,14696280.1052,VITAE,12768.3442644
2654,1.36,4412704.46448,MassGrid,0.0608477820322,72520383.1118,MGD,39586.6032133
2655,-0.28,4396654.2385,bitUSD,1.07275763055,4098460.0,BITUSD,605.854777857
2656,-0.28,4391805.54147,MARK.SPACE,0.00575102786805,763655757.238,MRK,104568.674782
2657,-0.25,4389743.06168,SpaceChain,0.00850851513371,515923518.111,SPC,257317.601409
2658,-2.34,4377158.0502,Unikoin Gold,0.0305406476949,143322371.35,UKG,103951.322272
2659,-0.78,4351015.423,Hydro Protocol,0.00619802766809,702000000.0,HOT,27522.7853037
2660,-0.20,4339169.57492,Playgroundz,0.152010906765,28545120.0,IOG,101822.934292
2661,-0.82,4332497.65308,Peerplays,0.962447681455,4501540.95289,PPY,204354.519039
2662,0.58,4326695.5793,ONOToken,0.000269054207321,16081129607.2,ONOT,12749.5148621
2663,0.99,4314153.82371,XMax,0.000394137288045,10945814959.8,XMX,340297.56075
2664,-2.45,4306164.48961,TEMCO,0.00191816127142,2244943923.0,TEMCO,248490.731961
2665,-3.09,4305966.00922,Global Curren...,0.0407254706847,105731522.235,GCR,3793.06092786
2666,-0.29,4275615.27499,Sense,0.0115882596294,368960949.42,SENSE,7900.13070103
2667,-0.24,4267139.92332,QunQun,0.00664816361528,641852422.753,QUN,566278.058595
2668,-0.24,4263180.50305,Smartshare,0.000918804958701,4639918910.62,SSP,1184250.61818
2669,-0.75,4236753.92766,Global Social...,0.00787348729888,538103862.6,GSC,247465.572548
2670,-1.22,4212103.55175,EDC Blockchain,0.00475293001033,886211987.679,EDC,1056028.16417
2671,1.84,4200275.28112,Remme,0.00683732690502,614315410.023,REM,385258.814979
2672,-0.34,4168668.44564,Eden,0.00694778074274,600000000.0,EDN,422663.806729
2673,-0.38,4146848.44606,Observer,0.00309713891016,1338928787.62,OBSR,879940.189113
2674,-0.01,4139686.60133,Digix Gold Token,41.6401230905,99415.8108595,DGX,42668.127844
2675,0.77,4136777.83677,Apex,0.00901384413121,458936029.573,CPX,76403.0427863
2676,-0.60,4129236.96623,HTMLCOIN,7.7811278464e-05,53067332239.5,HTML,20497.2986961
2677,-0.20,4112093.37535,Linda,0.000328486267721,12518311355.5,LINDA,7013.76147465
2678,2.57,4083640.05218,carVertical,0.000529069174536,7718537100.11,CV,27736.7629255
2679,0.68,4081703.37952,VeriCoin,0.128913414011,31662363.5394,VRC,149743.818848
2680,-0.15,4065104.83144,Delphy,0.0746924475075,54424576.6084,DPY,765690.555919
2681,-0.31,4027206.788,Plus-Coin,0.00733409758921,549107335.839,NPLC,3361.71756158
2682,0.16,3998182.51442,Distributed C...,0.00132502746545,3017433690.0,DCC,19571.9205055
2683,-0.54,3961244.44786,Egretia,0.00114226377778,3467889400.79,EGT,728544.9593
2684,-0.20,3958636.88928,ColossusXT,0.000354906795613,11154018289.3,COLX,2481.19158596
2685,0.11,3955759.01993,Hashgard,7.93586967608e-05,49846572353.0,GARD,383189.820096
2686,0.41,3950706.11892,DADI,0.0526037185013,75103172.0091,DADI,60136.4849324
2687,1.71,3946926.87891,Zebi,0.00789385375782,500000000.0,ZCO,514413.115321
2688,6.56,3936976.57464,Darico Ecosys...,0.0763811762372,51543806.5842,DEC,11144.9557906
2689,0.28,3920617.99143,BABB,0.000186696094839,20999999999.0,BAX,10079.7578759
2690,-0.21,3876883.37047,Crown,0.175991679589,22028787.8354,CRW,18589.2381647
2691,-4.23,3831187.29565,SnapCoin,0.00912542582777,419836549.873,SNPC,53824.2125504
2692,3.54,3824803.77564,Skrumble Network,0.00383714639385,996783386.158,SKM,3614635.75195
2693,-0.15,3820063.87436,CloakCoin,0.723562382039,5279522.49756,CLOAK,20883.9446048
2694,-2.34,3810723.65618,EDRCoin,1.30004523941,2931223.88411,EDRC,84014.0692204
2695,-1.31,3809979.00061,LinkEye,0.00634996500101,600000000.0,LET,2583377.42254
2696,-0.07,3795964.80391,Maecenas,0.0966209969426,39287162.4597,ART,1656.62150209
2697,-0.31,3781241.50398,Stealth,0.119292538073,31697217.3203,XST,698.448768919
2698,-3.05,3778920.06854,ZPER,0.00303705205182,1244272407.61,ZPR,529847.290046
2699,-0.25,3749182.72565,MIR COIN,0.0060466642247,620041495.0,MIR,40106.9246674
2700,4.96,3749134.35508,Nexty,2.47762868192e-05,1.51319460516e+11,NTY,138163.346704
2701,0.71,3743039.92962,Lamden,0.0263194512819,142215728.19,TAU,5229.49303635
2702,0.06,3697427.15465,Omnitude,0.0570473510585,64813301.3374,ECOM,24048.7359302
2703,0.07,3692488.01421,SpankChain,0.0123065136127,300043386.0,SPANK,8658.07204348
2704,-0.34,3686151.15241,FintruX Network,0.038801591078,95000000.0,FTX,10526.1256702
2705,-1.50,3685110.31581,AC3,0.00750518927856,491008311.588,AC3,2097.61899522
2706,-0.10,3683583.37292,Divi,0.00378361394083,973562163.192,DIVI,14622.1317275
2707,-0.64,3673276.34163,Ulord,0.0482950377657,76059084.1538,UT,492841.858598
2708,-0.46,3671235.89828,DeepOnion,0.227784769036,16117126.3286,ONION,9677.09584441
2709,-0.37,3658393.48752,Lendingblock,0.00504780045957,724750020.691,LND,37940.3109614
2710,-0.38,3638256.14981,Rublix,0.175073695195,20781283.8231,RBLX,11998.6130743
2711,0.72,3620132.49648,Haven Protocol,0.461216208016,7849100.77651,XHV,309088.442052
2712,-0.61,3609651.40148,Wibson,0.00142357601213,2535622524.35,WIB,19895.288241
2713,-3.72,3608144.97325,Nasdacoin,0.182657406291,19753619.8861,NSD,213939.393516
2714,0.18,3606756.53757,TE-FOOD,0.00705782116504,511029743.207,TFD,27103.9675759
2715,-0.28,3561223.13945,WeShow Token,0.0222948587568,159732931.179,WET,235968.847953
2716,-1.53,3544465.62259,Dimecoin,6.5748229509e-06,5.3909674056e+11,DIME,1944.47704828
2717,-0.63,3538799.71829,Cashbery Coin,0.0536498500198,65961036.5544,CBC,6812.55681626
2718,-0.31,3536561.45512,Modum,0.166299642396,21266200.0,MOD,766.273318498
2719,0.48,3505835.80478,ICE ROCK MINING,0.223084640519,15715272.0,ROCK2,12027.2956368
2720,-2.45,3502602.44255,EveryCoin ,0.000373411774259,9380000000.0,EVY,406676.198187
2721,-0.32,3499410.33425,Neurotoken,0.0443487559768,78906617.7206,NTK,27648.6827837
2722,-1.94,3428860.01377,PolySwarm,0.00221723573731,1546457129.51,NCT,124318.570858
2723,0.67,3403197.97275,Bloom,0.0711048337299,47861696.5152,BLT,8857.44511198
2724,-0.20,3380079.02181,GridCoin,0.00810570084376,417000218.36,GRC,7083.61242597
2725,-1.92,3346635.47368,Unibright,0.0237376600845,140984219.243,UBT,372715.006806
2726,0.15,3335306.60354,LTO Network,0.0774513625356,43063239.8754,LTO,1997189.80122
2727,-0.35,3321096.93742,Bittwatt,0.0110561986006,300383256.252,BWT,1218.96953868
2728,-0.07,3289283.91249,Fiii,0.00681851548981,482404699.0,FIII,364203.581892
2729,-25.05,3285997.78699,Zeepin,0.00657199557398,500000000.0,ZPT,131307.3661
2730,-1.28,3270717.14548,Graft,0.00622923483257,525059214.076,GRFT,34732.5039492
2731,-2.35,3260965.65839,Quanta Utilit...,0.000111373366339,29279582413.5,QNTU,40850.3620669
2732,-0.20,3257445.89277,NAGA,0.0522142677095,62386126.1617,NGC,125381.359666
2733,1.13,3246695.5706,CrypticCoin,0.00127321690926,2549994071.7,CRYP,18088.5679028
2734,-0.20,3245209.49156,Phore,0.190166823767,17065066.4889,PHR,257437.777154
2735,-0.93,3223946.30731,AI Doctor,0.00727268371105,443295272.474,AIDOC,212434.491054
2736,2.66,3214071.41324,GINcoin,0.546281354215,5883545.88425,GIN,26094.9626219
2737,-0.29,3187184.2987,Diamond,1.00254087146,3179106.59748,DMD,3048.70054453
2738,-0.21,3180175.33732,U Network,0.000507035293507,6272098566.0,UUU,161997.941418
2739,-2.38,3172865.91714,nOS,0.0396608239642,80000000.0,NOS,172883.086276
2740,-0.14,3153406.48796,CoinPoker,0.00978059875304,322414462.303,CHP,200993.241119
2741,0.21,3140683.02812,Gene Source C...,0.00846671266612,370944799.0,GENE,30391.1614688
2742,-2.02,3105725.91157,DAEX,0.00875674512984,354666701.556,DAX,2365537.16683
